PDF Name,Text from 2nd last <td>,Download Link
"Thursday, 25th June, 2009","Thursday, 25th June, 2009",https://na.gov.pk/uploads/documents/1457961941_244.pdf
"Wednesday, 24th June, 2009","Wednesday, 24th June, 2009",https://na.gov.pk/uploads/documents/1457961850_709.pdf
"Tuesday, 23rd June, 2009","Tuesday, 23rd June, 2009",https://na.gov.pk/uploads/documents/1457961791_187.pdf
"Monday, 22nd June, 2009","Monday, 22nd June, 2009",https://na.gov.pk/uploads/documents/1457961742_494.pdf
"Saturday, 20th June, 2009","Saturday, 20th June, 2009",https://na.gov.pk/uploads/documents/1457961703_970.pdf
"Friday, 19th June, 2009","Friday, 19th June, 2009",https://na.gov.pk/uploads/documents/1457961658_724.pdf
"Thursday, 18th June, 2009","Thursday, 18th June, 2009",https://na.gov.pk/uploads/documents/1457961602_328.pdf
"Wednesday, 17th June, 2009","Wednesday, 17th June, 2009",https://na.gov.pk/uploads/documents/1457961555_490.pdf
"Tuesday, 16th June, 2009","Tuesday, 16th June, 2009",https://na.gov.pk/uploads/documents/1457961510_966.pdf
"Saturday, 13th June, 2009","Saturday, 13th June, 2009",https://na.gov.pk/uploads/documents/1457961461_841.pdf
"Friday, 12th June, 2009","Friday, 12th June, 2009",https://na.gov.pk/uploads/documents/1457961427_468.pdf
"Friday, 15th May, 2009","Friday, 15th May, 2009",https://na.gov.pk/uploads/documents/1457962274_218.pdf
"Thursday, 14th May, 2009","Thursday, 14th May, 2009",https://na.gov.pk/uploads/documents/1457962238_829.pdf
"Wednesday, 13th May, 2009","Wednesday, 13th May, 2009",https://na.gov.pk/uploads/documents/1457962201_639.pdf
"Tuesday, 12th May, 2009","Tuesday, 12th May, 2009",https://na.gov.pk/uploads/documents/1457962166_783.pdf
"Monday, 11th May, 2009","Monday, 11th May, 2009",https://na.gov.pk/uploads/documents/1457962133_657.pdf
"Monday, 27th April, 2009","Monday, 27th April, 2009",https://na.gov.pk/uploads/documents/1457962821_139.pdf
"Friday, 24th April, 2009","Friday, 24th April, 2009",https://na.gov.pk/uploads/documents/1457962787_493.pdf
"Thursday, 23rd April, 2009","Thursday, 23rd April, 2009",https://na.gov.pk/uploads/documents/1457962743_368.pdf
"Wednesday, 22nd April, 2009","Wednesday, 22nd April, 2009",https://na.gov.pk/uploads/documents/1457962695_881.pdf
"Tuesday, 21st April, 2009","Tuesday, 21st April, 2009",https://na.gov.pk/uploads/documents/1457962655_360.pdf
"Monday, 20th April, 2009","Monday, 20th April, 2009",https://na.gov.pk/uploads/documents/1457962622_611.pdf
"Friday, 17th April, 2009","Friday, 17th April, 2009",https://na.gov.pk/uploads/documents/1457962587_207.pdf
"Thursday, 16th April, 2009","Thursday, 16th April, 2009",https://na.gov.pk/uploads/documents/1457962543_626.pdf
"Wednesday, 15th April, 2009","Wednesday, 15th April, 2009",https://na.gov.pk/uploads/documents/1457962508_228.pdf
"Tuesday, 14th April, 2009","Tuesday, 14th April, 2009",https://na.gov.pk/uploads/documents/1457962464_875.pdf
"Monday, 13th April, 2009","Monday, 13th April, 2009",https://na.gov.pk/uploads/documents/1457962427_610.pdf
"Friday, 10th April, 2009","Friday, 10th April, 2009",https://na.gov.pk/uploads/documents/1457962396_731.pdf
"Thursday, 9th April, 2009","Thursday, 9th April, 2009",https://na.gov.pk/uploads/documents/1457962347_325.pdf
"Saturday, 28th March, 2009","Saturday, 28th March, 2009",https://na.gov.pk/uploads/documents/1463380676_183.pdf
"Friday, 4th February, 2011","Friday, 4th February, 2011",https://na.gov.pk/uploads/documents/1302212474_503.pdf
"Thursday, 3rd February, 2011","Thursday, 3rd February, 2011",https://na.gov.pk/uploads/documents/1302568624_621.pdf
"Wednesday, 2nd February, 2011","Wednesday, 2nd February, 2011",https://na.gov.pk/uploads/documents/1302568961_910.pdf
"Tuesday, 1st February, 2011","Tuesday, 1st February, 2011",https://na.gov.pk/uploads/documents/1316064449_429.pdf
"Monday, 31st January, 2011","Monday, 31st January, 2011",https://na.gov.pk/uploads/documents/1302568562_384.pdf
"Friday, 28th January, 2011","Friday, 28th January, 2011",https://na.gov.pk/uploads/documents/1302212675_563.pdf
"Thursday, 27th January, 2011","Thursday, 27th January, 2011",https://na.gov.pk/uploads/documents/1302568709_390.pdf
"Wednesday, 26th January, 2011","Wednesday, 26th January, 2011",https://na.gov.pk/uploads/documents/1302569005_224.pdf
"Tuesday, 25th January, 2011","Tuesday, 25th January, 2011",https://na.gov.pk/uploads/documents/1302568813_175.pdf
"Monday, 24th January, 2011","Monday, 24th January, 2011",https://na.gov.pk/uploads/documents/1302568490_566.pdf
"Friday, 7th January, 2011","Friday, 7th January, 2011",https://na.gov.pk/uploads/documents/1302578948_380.pdf
"Thursday, 6th January, 2011","Thursday, 6th January, 2011",https://na.gov.pk/uploads/documents/64895bac46f18_725.pdf
"Tuesday, 4th January, 2011","Tuesday, 4th January, 2011",https://na.gov.pk/uploads/documents/64895b984ac4d_748.pdf
"Monday, 3rd January, 2011","Monday, 3rd January, 2011",https://na.gov.pk/uploads/documents/1302647785_287.pdf
"Friday, 31st December, 2010","Friday, 31st December, 2010",https://na.gov.pk/uploads/documents/1302579007_910.pdf
"Wednesday, 29th December, 2010","Wednesday, 29th December, 2010",https://na.gov.pk/uploads/documents/1302648054_594.pdf
"Tuesday, 28th December, 2010","Tuesday, 28th December, 2010",https://na.gov.pk/uploads/documents/1302647991_895.pdf
"Friday, 24th December, 2010","Friday, 24th December, 2010",https://na.gov.pk/uploads/documents/1302647743_876.pdf
"Thursday, 23rd December, 2010","Thursday, 23rd December, 2010",https://na.gov.pk/uploads/documents/1302579208_352.pdf
"Wednesday, 22nd December, 2010","Wednesday, 22nd December, 2010",https://na.gov.pk/uploads/documents/1302579336_932.pdf
"Tuesday, 21st December, 2010","Tuesday, 21st December, 2010",https://na.gov.pk/uploads/documents/1302579259_624.pdf
"Monday, 20th December, 2010","Monday, 20th December, 2010",https://na.gov.pk/uploads/documents/1302579136_183.pdf
"Sunday, 19th December, 2010","Sunday, 19th December, 2010",https://na.gov.pk/uploads/documents/1463381690_128.pdf
"Friday, 12th November, 2010","Friday, 12th November, 2010",https://na.gov.pk/uploads/documents/1458199753_391.pdf
"Thursday, 11th November, 2010","Thursday, 11th November, 2010",https://na.gov.pk/uploads/documents/1458199260_653.pdf
"Wednesday, 10th November, 2010","Wednesday, 10th November, 2010",https://na.gov.pk/uploads/documents/1458199922_380.pdf
"Monday, 8th November, 2010","Monday, 8th November, 2010",https://na.gov.pk/uploads/documents/1458199430_626.pdf
"Friday, 5th November, 2010","Friday, 5th November, 2010",https://na.gov.pk/uploads/documents/1458200347_594.pdf
"Thursday, 4th November, 2010","Thursday, 4th November, 2010",https://na.gov.pk/uploads/documents/1458200222_304.pdf
"Wednesday, 3rd November, 2010","Wednesday, 3rd November, 2010",https://na.gov.pk/uploads/documents/1458199536_505.pdf
"Tuesday, 2nd November, 2010","Tuesday, 2nd November, 2010",https://na.gov.pk/uploads/documents/1458199633_656.pdf
"Monday, 1st November, 2010","Monday, 1st November, 2010",https://na.gov.pk/uploads/documents/1458200006_336.pdf
"Friday, 8th October, 2010","Friday, 8th October, 2010",https://na.gov.pk/uploads/documents/1458191010_575.pdf
"Thursday, 7th October, 2010","Thursday, 7th October, 2010",https://na.gov.pk/uploads/documents/1458191159_596.pdf
"Wednesday, 6th October, 2010","Wednesday, 6th October, 2010",https://na.gov.pk/uploads/documents/1458191285_804.pdf
"Tuesday, 5th October, 2010","Tuesday, 5th October, 2010",https://na.gov.pk/uploads/documents/1458190613_542.pdf
"Monday, 4th October, 2010","Monday, 4th October, 2010",https://na.gov.pk/uploads/documents/1458191450_187.pdf
"Friday, 1st October, 2010","Friday, 1st October, 2010",https://na.gov.pk/uploads/documents/1458189875_390.pdf
"Thursday, 30th September, 2010","Thursday, 30th September, 2010",https://na.gov.pk/uploads/documents/1458189955_216.pdf
"Wednesday, 29th September, 2010","Wednesday, 29th September, 2010",https://na.gov.pk/uploads/documents/1458190071_284.pdf
"Tuesday, 28th September, 2010","Tuesday, 28th September, 2010",https://na.gov.pk/uploads/documents/1458190190_879.pdf
"Monday, 27th September, 2010","Monday, 27th September, 2010",https://na.gov.pk/uploads/documents/1458190329_721.pdf
"Friday, 24th September, 2010","Friday, 24th September, 2010",https://na.gov.pk/uploads/documents/1458190439_944.pdf
"Thursday, 23rd September, 2010","Thursday, 23rd September, 2010",https://na.gov.pk/uploads/documents/1458200577_833.pdf
"Wednesday, 22nd September, 2010","Wednesday, 22nd September, 2010",https://na.gov.pk/uploads/documents/1458190530_545.pdf
"Tuesday, 21st September, 2010","Tuesday, 21st September, 2010",https://na.gov.pk/uploads/documents/1458191551_127.pdf
"Monday, 20th September, 2010","Monday, 20th September, 2010",https://na.gov.pk/uploads/documents/1458190904_939.pdf
"Saturday, 4th September, 2010","Saturday, 4th September, 2010",https://na.gov.pk/uploads/documents/1458189751_758.pdf
"Friday, 3rd September, 2010","Friday, 3rd September, 2010",https://na.gov.pk/uploads/documents/1458189559_311.pdf
"Thursday, 2nd September, 2010","Thursday, 2nd September, 2010",https://na.gov.pk/uploads/documents/1458189623_642.pdf
"Wednesday, 30th June, 2010","Wednesday, 30th June, 2010",https://na.gov.pk/uploads/documents/1457954491_649.pdf
"Tuesday, 29th June, 2010","Tuesday, 29th June, 2010",https://na.gov.pk/uploads/documents/1457954396_609.pdf
"Monday, 28th June, 2010","Monday, 28th June, 2010",https://na.gov.pk/uploads/documents/1457954354_118.pdf
"Friday, 25th June, 2010","Friday, 25th June, 2010",https://na.gov.pk/uploads/documents/1457954317_553.pdf
"Thursday, 24th June, 2010","Thursday, 24th June, 2010",https://na.gov.pk/uploads/documents/1457954278_409.pdf
"Wednesday, 23rd June, 2010","Wednesday, 23rd June, 2010",https://na.gov.pk/uploads/documents/1457954241_242.pdf
"Tuesday, 22nd June, 2010","Tuesday, 22nd June, 2010",https://na.gov.pk/uploads/documents/1457954180_173.pdf
"Saturday, 19th June, 2010","Saturday, 19th June, 2010",https://na.gov.pk/uploads/documents/1457954122_719.pdf
"Friday, 18th June, 2010","Friday, 18th June, 2010",https://na.gov.pk/uploads/documents/1457954068_883.pdf
"Thursday, 17th June, 2010","Thursday, 17th June, 2010",https://na.gov.pk/uploads/documents/1457954019_762.pdf
"Wednesday, 16th June, 2010","Wednesday, 16th June, 2010",https://na.gov.pk/uploads/documents/1457953966_353.pdf
"Tuesday, 15th June, 2010","Tuesday, 15th June, 2010",https://na.gov.pk/uploads/documents/1457953923_950.pdf
"Monday, 14th June, 2010","Monday, 14th June, 2010",https://na.gov.pk/uploads/documents/1457953868_957.pdf
"Saturday, 12th June, 2010","Saturday, 12th June, 2010",https://na.gov.pk/uploads/documents/1457953719_186.pdf
"Friday, 11th June, 2010","Friday, 11th June, 2010",https://na.gov.pk/uploads/documents/1457953677_613.pdf
"Thursday, 10th June, 2010","Thursday, 10th June, 2010",https://na.gov.pk/uploads/documents/1457953634_507.pdf
"Wednesday, 9th June, 2010","Wednesday, 9th June, 2010",https://na.gov.pk/uploads/documents/1457953575_937.pdf
"Tuesday, 8th June, 2010","Tuesday, 8th June, 2010",https://na.gov.pk/uploads/documents/1457953533_622.pdf
"Saturday, 5th June, 2010","Saturday, 5th June, 2010",https://na.gov.pk/uploads/documents/1457953503_426.pdf
"Friday, 4th June, 2010","Friday, 4th June, 2010",https://na.gov.pk/uploads/documents/1457953456_568.pdf
"Thursday, 3rd June, 2010","Thursday, 3rd June, 2010",https://na.gov.pk/uploads/documents/1457953405_703.pdf
"Friday, 14th May, 2010","Friday, 14th May, 2010",https://na.gov.pk/uploads/documents/1458119783_242.pdf
"Thursday, 13th May, 2010","Thursday, 13th May, 2010",https://na.gov.pk/uploads/documents/1458119290_424.pdf
"Wednesday, 12th May, 2010","Wednesday, 12th May, 2010",https://na.gov.pk/uploads/documents/1458119630_570.pdf
"Tuesday, 11th May, 2010","Tuesday, 11th May, 2010",https://na.gov.pk/uploads/documents/1458119503_710.pdf
"Monday, 10th May, 2010","Monday, 10th May, 2010",https://na.gov.pk/uploads/documents/1458119390_240.pdf
"Friday, 7th May, 2010","Friday, 7th May, 2010",https://na.gov.pk/uploads/documents/1458189237_306.pdf
"Thursday, 6th May, 2010","Thursday, 6th May, 2010",https://na.gov.pk/uploads/documents/1458189271_704.pdf
"Wednesday, 5th May, 2010","Wednesday, 5th May, 2010",https://na.gov.pk/uploads/documents/1458189308_320.pdf
"Tuesday, 4th May, 2010","Tuesday, 4th May, 2010",https://na.gov.pk/uploads/documents/1458189336_561.pdf
"Monday, 3rd May, 2010","Monday, 3rd May, 2010",https://na.gov.pk/uploads/documents/1458119113_197.pdf
"Friday, 9th April, 2010","Friday, 9th April, 2010",https://na.gov.pk/uploads/documents/1457954740_758.pdf
"Thursday, 8th April, 2010","Thursday, 8th April, 2010",https://na.gov.pk/uploads/documents/1457954607_476.pdf
"Wednesday, 7th April, 2010","Wednesday, 7th April, 2010",https://na.gov.pk/uploads/documents/1457954681_583.pdf
"Tuesday, 6th April, 2010","Tuesday, 6th April, 2010",https://na.gov.pk/uploads/documents/1457954626_402.pdf
"Monday, 5th April, 2010","Monday, 5th April, 2010",https://na.gov.pk/uploads/documents/1463381640_289.pdf
"Friday, 4th March, 2011","Friday, 4th March, 2011",https://na.gov.pk/uploads/documents/1306752119_993.pdf
"Thursday, 3rd March, 2011","Thursday, 3rd March, 2011",https://na.gov.pk/uploads/documents/1306752240_973.pdf
"Wednesday, 2nd March, 2011","Wednesday, 2nd March, 2011",https://na.gov.pk/uploads/documents/1306751499_511.pdf
"Tuesday, 1st March, 2011","Tuesday, 1st March, 2011",https://na.gov.pk/uploads/documents/1306752304_527.pdf
"Monday, 28th February, 2011","Monday, 28th February, 2011",https://na.gov.pk/uploads/documents/1306752356_741.pdf
"Friday, 25th February, 2011","Friday, 25th February, 2011",https://na.gov.pk/uploads/documents/1306752403_801.pdf
"Thursday, 24th February, 2011","Thursday, 24th February, 2011",https://na.gov.pk/uploads/documents/1306752479_679.pdf
"Wednesday, 23rd February, 2011","Wednesday, 23rd February, 2011",https://na.gov.pk/uploads/documents/1306752545_855.pdf
"Tuesday, 22nd February, 2011","Tuesday, 22nd February, 2011",https://na.gov.pk/uploads/documents/1306752609_654.pdf
"Monday, 21st February, 2011","Monday, 21st February, 2011",https://na.gov.pk/uploads/documents/1306919804_671.pdf
"Tuesday, 22nd March, 2011","Tuesday, 22nd March, 2011",https://na.gov.pk/uploads/documents/1306920118_572.pdf
"Thursday, 12th May, 2011","Thursday, 12th May, 2011",https://na.gov.pk/uploads/documents/1309418516_842.pdf
"Wednesday, 11th May, 2011","Wednesday, 11th May, 2011",https://na.gov.pk/uploads/documents/1309421212_961.pdf
"Tuesday, 10th May, 2011","Tuesday, 10th May, 2011",https://na.gov.pk/uploads/documents/1306989908_939.pdf
"Monday, 9th May, 2011","Monday, 9th May, 2011",https://na.gov.pk/uploads/documents/1306989972_127.pdf
"Friday, 29th April, 2011","Friday, 29th April, 2011",https://na.gov.pk/uploads/documents/1306920293_628.pdf
"Thursday, 28th April, 2011","Thursday, 28th April, 2011",https://na.gov.pk/uploads/documents/1306920358_282.pdf
"Wednesday, 27th April, 2011","Wednesday, 27th April, 2011",https://na.gov.pk/uploads/documents/1306920664_155.pdf
"Tuesday, 26th April, 2011","Tuesday, 26th April, 2011",https://na.gov.pk/uploads/documents/1306920800_760.pdf
"Monday, 25th April, 2011","Monday, 25th April, 2011",https://na.gov.pk/uploads/documents/1306920877_812.pdf
"Friday, 22nd April, 2011","Friday, 22nd April, 2011",https://na.gov.pk/uploads/documents/1306920973_616.pdf
"Thursday, 21st April, 2011","Thursday, 21st April, 2011",https://na.gov.pk/uploads/documents/1306922066_853.pdf
"Wednesday, 20th April, 2011","Wednesday, 20th April, 2011",https://na.gov.pk/uploads/documents/1306989260_214.pdf
"Tuesday, 19th April, 2011","Tuesday, 19th April, 2011",https://na.gov.pk/uploads/documents/1306989298_675.pdf
"Monday, 18th April, 2011","Monday, 18th April, 2011",https://na.gov.pk/uploads/documents/1306989352_962.pdf
"Friday, 15th April, 2011","Friday, 15th April, 2011",https://na.gov.pk/uploads/documents/1306989399_922.pdf
"Thursday, 14th April, 2011","Thursday, 14th April, 2011",https://na.gov.pk/uploads/documents/1306989441_181.pdf
"Wednesday, 13th April, 2011","Wednesday, 13th April, 2011",https://na.gov.pk/uploads/documents/1306990042_172.pdf
"Tuesday, 12th April, 2011","Tuesday, 12th April, 2011",https://na.gov.pk/uploads/documents/1306990097_950.pdf
"Monday, 11th April, 2011","Monday, 11th April, 2011",https://na.gov.pk/uploads/documents/1306990196_964.pdf
"Thursday, 23rd June, 2011","Thursday, 23rd June, 2011",https://na.gov.pk/uploads/documents/1313729436_919.pdf
"Wednesday, 22nd June, 2011","Wednesday, 22nd June, 2011",https://na.gov.pk/uploads/documents/1313729404_762.pdf
"Tuesday, 21st June, 2011","Tuesday, 21st June, 2011",https://na.gov.pk/uploads/documents/1313044791_374.pdf
"Monday, 20th June, 2011","Monday, 20th June, 2011",https://na.gov.pk/uploads/documents/1313044735_116.pdf
"Saturday, 18th June, 2011","Saturday, 18th June, 2011",https://na.gov.pk/uploads/documents/1312868289_337.pdf
"Friday, 17th June, 2011","Friday, 17th June, 2011",https://na.gov.pk/uploads/documents/1312868225_985.pdf
"Thursday, 16th June, 2011","Thursday, 16th June, 2011",https://na.gov.pk/uploads/documents/1312266725_755.pdf
"Wednesday, 15th June, 2011","Wednesday, 15th June, 2011",https://na.gov.pk/uploads/documents/1312266484_905.pdf
"Tuesday, 14th June, 2011","Tuesday, 14th June, 2011",https://na.gov.pk/uploads/documents/1311832134_533.pdf
"Monday, 13th June, 2011","Monday, 13th June, 2011",https://na.gov.pk/uploads/documents/1311831961_618.pdf
